Gene	GSM3288223_Sample_01-H_dLCC	GSM3288226_Sample_02-H_dRoDeAA	GSM3288228_Sample_03-H_dZC	GSM3288231_Sample_04-H_dTG	GSM3288234_Sample_05-H_dPF	GSM3288237_Sample_06-H_dGiAg	GSM3288240_Sample_07-H_dLePe	GSM3288243_Sample_08-H_dNB	GSM3288245_Sample_09-H_tripletC	GSM3288248_Sample_10-H_tripletH	GSM3288251_Sample_11-H_tripletQ	GSM3288254_Sample_12-H_tripletW	GSM3288257_Sample_13-H_tripletS	GSM3288260_Sample_14-H_tripletA	GSM3288263_Sample_15-H_tripletG	GSM3288266_Sample_16-H_tripletJ	GSM3288273_Sample_18-H_tripletT
ADAMTSL5	124	23	43	66	16	44	18	19	0	7	7	14	7	22	4	15	27
ADAP1	1022	206	185	475	2370	306	786	574	24	32	9	49	74	110	34	27	51
ADAP2	104	38	37	55	223	28	62	73	19	28	9	46	29	71	10	14	14
ADAR	2178	2105	2155	1315	1310	1031	657	740	713	1682	2116	3098	1802	2206	2565	3311	3817
ADARB1	816	457	258	432	286	257	229	150	23	44	111	77	71	138	76	93	212
ADARB2	3	4	0	1	7	2	0	3	2	4	2	1	7	2	3	5	4
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	38	63	66	16	37	25	15	40	38	100	75	172	79	107	102	144	161
ADAT2	385	651	375	363	220	342	146	146	149	266	510	287	491	402	235	520	753
ADAT3	825	80	218	404	950	581	705	747	151	129	105	66	201	253	43	124	149
ADCK1	527	489	513	302	344	396	232	317	355	333	539	382	801	680	301	753	688
ADCK2	385	400	459	244	270	192	116	155	107	236	279	250	242	391	131	499	594
ADCK3	1114	1591	1170	751	903	1038	592	662	520	507	850	744	1025	1208	719	1332	1790
ADCK4	1020	553	506	499	1123	517	464	490	239	336	372	400	455	618	209	532	743
ADCK5	897	328	292	342	822	603	535	632	673	546	579	414	770	1080	320	707	681
ADCY1	5	10	8	2	16	7	3	6	18	8	6	11	28	20	8	21	15
ADCY10	4	1	4	2	0	0	1	0	5	7	6	9	5	2	6	4	12
ADCY10P1	48	25	19	22	31	31	20	17	22	56	83	87	43	49	59	89	123
ADCY2	1	2	1	2	0	0	0	1	4	1	6	1	3	1	0	0	1
ADCY3	98	137	191	85	96	72	41	40	39	144	123	129	119	179	95	129	162
ADCY4	109	34	7	31	121	28	66	32	4	3	0	4	1	6	3	3	2
ADCY5	3	1	2	6	4	2	1	0	0	3	9	13	6	5	5	1	8
ADCY6	129	262	39	52	70	43	59	25	1	1	4	8	14	9	2	1	28
ADCY7	825	1027	1030	798	645	424	220	207	152	351	460	655	353	617	341	657	1125
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	125	44	7	30	218	13	47	81	3	1	0	4	2	4	4	2	1
ADCYAP1	6	9	2	6	10	3	34	1	0	1	0	0	3	4	1	0	2
ADCYAP1R1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADD1	2588	3429	3608	2219	1438	1746	638	938	1496	4717	4661	9022	4366	5444	5437	6700	8344
ADD2	714	4784	3623	1093	153	1461	124	1433	5701	11312	12380	14147	9240	15501	8210	17537	17659
ADD3	267	417	322	280	67	34	24	26	10	325	182	463	92	135	267	390	653
ADD3-AS1	2	1	2	0	0	4	0	2	0	9	7	10	6	4	6	2	7
ADGB	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADGRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	66	22	33	32	176	9	40	10	3	1	6	4	8	8	8	10	5
ADGRA3	17	110	162	35	12	17	17	6	5	25	23	6	15	21	9	21	100
ADGRB1	11	5	1	3	17	8	9	4	0	2	0	0	1	0	2	0	1
ADGRB2	19	0	3	1	0	0	0	0	2	0	0	0	4	0	0	0	2
ADGRB3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ADGRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADGRE1	124	133	10	38	142	30	82	83	3	3	0	7	1	13	0	2	15
ADGRE2	781	218	482	516	128	222	161	129	2	5	6	11	22	20	10	16	93
ADGRE3	20	100	1	12	11	3	7	2	0	2	0	0	1	3	3	0	12
ADGRE4P	3	15	1	0	3	0	8	0	2	0	0	0	4	3	1	4	5
ADGRE5	4492	1282	1071	1936	5329	1649	1904	1748	153	128	364	391	411	478	281	498	674
ADGRF1	8	0	1	2	10	0	3	1	6	5	6	7	15	4	5	7	7
ADGRF2	2	0	0	0	2	0	0	0	0	1	0	1	0	1	0	1	1
ADGRF3	4	5	5	4	3	7	3	4	11	7	23	11	9	21	7	11	17
ADGRF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	1700	900	1136	1537	78	775	390	285	98	83	182	77	330	212	44	164	392
ADGRG2	0	0	0	1	0	0	0	3	0	0	1	0	0	1	1	1	2
ADGRG3	467	911	78	122	1226	138	631	297	30	40	12	24	70	85	22	7	68
ADGRG4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG5	43	83	10	11	47	14	21	30	1	1	0	6	3	5	6	1	11
ADGRG6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADGRG7	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	1332	53	53	296	353	406	324	213	24	24	21	8	24	33	18	26	31
ADGRL2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADGRL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADGRV1	4	4	1	1	0	3	0	1	0	5	1	5	1	0	3	5	4
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADH4	0	1	1	1	2	0	0	0	0	0	0	0	0	1	1	0	1
ADH5	752	1575	1238	655	461	449	192	260	137	452	573	365	605	612	323	836	1409
ADH6	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	134	171	53	65	120	56	26	24	3	28	21	37	17	16	14	25	61
ADI1	130	184	243	113	73	60	13	24	20	65	85	76	53	181	117	186	172
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	10	4	5	8	10	6	10	6	8	6	8	9	9	22	6	13	12
ADIPOQ-AS1	0	2	2	2	0	0	0	2	3	7	11	6	1	6	3	6	21
ADIPOR1	983	1787	2069	1235	734	546	251	417	935	2670	2417	12076	2500	2891	8006	4593	6221
ADIPOR2	1622	2403	1853	1197	907	879	354	582	606	2850	2563	5226	2146	2805	3295	4111	4760
ADIRF	11	0	1	3	0	0	0	0	0	0	0	0	5	3	0	1	0
ADK	395	1023	888	323	270	352	117	295	271	485	773	540	732	668	339	1064	1141
ADM	291	89	87	364	574	57	112	65	46	106	102	204	35	134	56	121	59
ADM2	360	206	127	130	291	201	193	129	64	290	143	321	164	178	194	218	490
ADM5	28	34	52	35	57	74	53	31	22	17	30	13	40	69	11	52	74
ADNP	638	979	892	528	418	440	228	361	380	834	806	1634	760	815	962	1275	1674
ADNP-AS1	5	9	11	10	3	1	2	5	2	10	15	12	12	8	9	19	20
ADNP2	178	519	568	231	70	151	62	60	167	423	483	855	322	465	480	946	970
ADO	165	345	289	188	174	121	48	68	57	122	139	104	129	132	85	223	315
ADORA1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ADORA2A	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADORA2A-AS1	4	1	3	0	3	0	3	3	7	1	0	2	2	7	2	5	5
ADORA2B	186	321	341	265	34	75	36	49	3	13	37	40	71	64	25	68	201
ADORA3	198	107	53	106	258	93	71	172	4	8	4	21	28	40	5	9	13
ADPGK	723	955	798	657	750	316	229	159	79	373	335	526	372	364	336	543	841
ADPGK-AS1	2	2	1	2	12	0	2	3	0	0	0	1	1	7	0	4	0
ADPRH	310	325	179	259	123	85	81	55	3	3	6	8	18	16	2	6	17
ADPRHL1	5	3	6	4	10	4	1	7	6	3	1	3	8	3	2	3	4
ADPRHL2	956	708	655	541	668	563	372	415	235	490	581	539	644	715	444	675	818
ADPRM	148	231	119	85	74	79	63	58	65	101	147	244	177	163	129	232	190
ADRA1A	7	3	0	2	11	1	3	6	23	6	7	14	20	21	8	15	21
ADRA1B	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ADRA1D	18	1	24	20	4	0	7	2	0	0	0	1	1	0	1	0	0
ADRA2A	7	90	37	6	3	12	32	21	1	1	3	2	5	1	3	5	4
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	5	0	10	3	89	5	10	18	0	0	0	1	2	1	0	0	0
ADRB1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
ADRB2	28	31	11	11	70	10	24	21	0	4	3	3	0	5	4	5	1
ADRB3	18	2	1	17	76	2	9	5	0	0	0	0	2	0	0	0	0
ADRBK1	7157	3621	3272	3468	13845	4210	5890	5409	2379	2361	2531	2601	2761	4768	1537	3220	4056
ADRBK2	489	414	247	219	763	114	235	203	20	34	34	62	49	73	44	47	81
ADRM1	4433	2586	3761	2811	4189	3575	2180	2989	1876	4093	4336	4085	4905	6014	3074	5640	6338
ADSL	2085	3385	2551	1297	939	1327	525	913	886	1830	2624	1670	2658	2661	1179	3521	3668
ADSS	91	488	474	152	61	75	29	34	24	152	203	242	153	134	149	269	541
ADSSL1	32	54	28	13	13	8	1	11	10	35	36	55	32	35	35	62	83
ADTRP	17	15	5	43	37	4	2	4	1	0	0	1	1	2	3	0	0
AEBP1	262	19	4	58	58	99	112	111	6	6	11	3	7	7	0	7	2
AEBP2	73	143	175	79	46	26	14	14	74	93	99	117	84	152	79	136	218
AEN	684	1035	1343	550	332	729	174	486	903	1125	1950	2657	2454	2496	1821	2619	2622
AES	10798	4440	6506	5240	8541	6560	5858	8094	8932	10811	9776	11346	12434	15400	9569	15547	13094
AFAP1	8	7	10	8	32	1	1	5	0	2	0	0	0	3	2	2	2
AFAP1-AS1	3	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0
AFAP1L1	4	8	10	6	4	3	4	5	6	6	2	3	7	7	1	4	2
AFAP1L2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	595	735	892	594	327	319	134	188	254	1325	1032	3448	999	1168	2512	1805	1909
AFF2	15	50	8	12	46	6	11	8	0	2	0	5	1	2	4	2	0
AFF3	11	7	10	4	12	7	6	6	16	20	16	15	17	21	11	27	22
AFF4	132	257	372	204	96	66	33	45	32	243	275	429	171	231	381	385	469
AFG3L1P	327	295	280	204	277	212	125	148	155	404	387	548	342	511	313	535	718
AFG3L2	990	1439	1600	1055	413	1056	303	733	427	1051	1275	1617	1367	1299	1201	1714	2062
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	211	437	394	187	159	158	64	115	46	166	205	147	212	210	130	340	466
AFP	28	28	2	9	0	0	4	0	0	0	0	0	0	0	0	0	0
AFTPH	178	357	448	227	160	121	49	76	175	547	618	1421	525	579	875	984	971
AGA	188	629	304	228	232	124	53	92	152	547	468	1010	400	454	554	824	615
AGAP1	282	79	39	242	5	153	15	42	30	7	108	75	5	33	65	20	282
AGAP1-IT1	2	0	0	4	0	3	0	2	5	0	5	0	0	14	1	0	6
AGAP11	2	1	3	0	0	1	0	0	2	2	6	9	2	4	8	7	3
AGAP2	364	219	262	233	363	188	229	161	27	28	50	32	96	97	19	64	111
AGAP2-AS1	11	6	11	5	2	3	0	3	2	0	3	1	2	1	0	0	3
AGAP3	3389	596	1049	1740	4688	1223	1605	1705	216	185	447	129	556	432	129	642	796
AGAP4	3	9	7	4	9	8	3	3	2	10	8	5	5	15	2	7	9
AGAP5	10	8	15	11	5	4	1	1	0	7	10	48	3	15	25	8	22
AGAP6	82	85	90	87	50	58	22	17	9	103	59	251	59	95	180	94	190
AGAP7P	1	3	4	3	0	1	5	1	0	2	3	57	4	5	27	8	9
AGAP9	32	18	48	36	15	27	8	2	0	32	19	28	5	19	3	3	32
AGBL1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	6	15	12	6	2	4	1	4	0	11	7	5	5	7	6	20	23
AGBL3	3	8	7	5	0	5	0	1	0	3	5	3	4	7	4	5	11
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	620	955	741	407	210	490	250	344	241	514	500	583	558	586	323	768	892
AGBL5-AS1	8	4	1	4	3	4	1	2	2	0	1	4	1	1	2	0	1
AGER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
AGFG1	255	601	866	358	183	179	66	96	225	905	1005	2577	868	869	1534	1819	2132
AGFG2	471	982	745	513	238	525	203	390	896	1005	1312	1215	1254	1423	757	1472	2310
AGGF1	180	395	535	200	142	139	40	67	96	326	350	538	315	365	325	660	735
AGK	1	27	27	7	0	2	3	3	2	6	4	19	5	5	11	7	35
AGL	56	209	258	105	57	49	18	36	80	163	299	189	223	222	108	434	470
AGMAT	13	31	33	16	16	14	11	12	22	12	20	30	37	25	10	23	31
AGMO	6	4	3	2	2	3	1	0	3	5	8	4	8	8	4	6	8
AGO1	399	277	251	176	321	159	121	114	52	87	105	76	129	138	42	147	184
AGO2	169	165	320	155	87	72	58	66	96	336	308	1027	292	441	791	517	565
AGO3	50	88	84	47	28	30	17	24	10	33	27	61	54	33	20	80	105
AGO4	304	268	183	215	243	103	59	79	19	65	76	101	70	91	65	142	176
AGPAT1	0	47	69	21	0	4	7	18	0	49	30	0	17	35	51	50	0
AGPAT2	4359	872	788	1431	8243	1469	3291	3035	172	121	112	85	312	394	63	121	176
AGPAT3	1429	1412	1824	1049	973	930	429	625	879	2241	2171	3311	1974	2541	2202	2784	3587
AGPAT4	334	100	148	187	467	138	163	240	1265	1864	1870	3918	2408	2669	2646	1590	1976
AGPAT4-IT1	4	1	9	4	6	6	0	8	64	145	205	165	294	99	143	115	146
AGPAT5	585	1464	2063	919	71	304	90	150	135	520	694	745	471	502	485	862	1704
AGPAT6	4541	1678	1683	2026	2216	1999	1771	1615	898	894	1383	681	1444	1775	466	1580	1853
AGPAT9	230	126	43	58	14	13	22	6	5	24	27	52	65	28	64	63	87
AGPS	454	947	908	485	202	298	127	147	164	630	719	854	597	698	559	1140	1472
AGR2	0	9	5	2	0	0	8	0	0	0	0	0	0	2	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	583	494	618	500	1001	497	426	509	248	304	557	834	343	810	335	644	1074
AGRP	136	3	5	34	160	15	105	81	16	8	0	5	16	28	1	11	2
AGT	37	1	0	0	68	0	1	4	0	0	0	1	0	0	0	0	0
AGTPBP1	169	463	344	151	170	110	45	48	62	281	312	1091	242	301	625	600	654
AGTR1	2	1	0	0	0	0	0	0	0	1	0	3	0	2	3	2	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	3796	3009	2923	2151	5477	2733	1974	2185	499	676	1203	424	1483	1756	606	1452	1391
AGXT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AHCTF1	112	232	249	130	55	62	15	35	39	195	213	338	165	186	204	318	457
AHCTF1P1	0	11	7	5	1	1	0	0	0	6	0	4	1	10	0	1	1
AHCY	2734	5942	4714	2042	2255	2621	1196	2100	680	949	1768	801	2135	2010	580	2084	3458
AHCYL1	1337	1838	1648	931	784	824	432	684	378	880	1067	1219	967	1186	941	1686	2121
AHCYL2	61	94	88	75	49	21	16	20	8	12	13	24	19	33	13	34	55
AHDC1	134	64	151	137	115	109	69	58	36	45	89	125	108	115	53	59	113
AHI1	178	149	93	78	72	95	90	87	25	52	113	41	83	102	24	168	97
AHNAK	8590	1358	2876	5547	6018	2170	2253	1603	59	41	46	70	162	246	69	132	287
AHNAK2	107	27	23	86	50	30	28	40	8	2	0	10	0	10	3	1	3
AHR	111	118	177	184	84	54	28	28	27	37	67	74	46	53	47	97	112
AHRR	466	104	60	253	468	148	138	81	28	34	35	58	35	77	163	33	106
AHSA1	2775	2438	3593	1839	1143	1184	587	1076	384	1437	1682	1673	1847	2116	2094	2513	3466
AHSA2	1903	1017	472	1189	860	551	310	357	256	569	702	884	549	1019	502	1007	983
AHSG	1	20	5	5	0	2	0	2	1	3	2	1	1	3	0	2	4
AHSP	6418	20665	14041	6830	2006	17252	1754	32815	183411	122024	127273	120837	155821	198170	99650	191466	106547
AICDA	5	6	3	11	9	4	3	5	7	8	10	13	6	11	4	19	7
AIDA	60	155	154	51	11	45	9	26	51	220	309	493	227	167	312	358	427
AIF1	9	0	0	2	19	0	4	5	0	0	0	0	1	0	0	0	0
AIF1L	5	2	3	1	20	0	7	5	0	1	2	2	3	1	2	1	1
AIFM1	1124	1663	1148	606	592	743	405	426	589	978	1318	1050	1275	1511	827	1683	1940
AIFM2	618	522	816	383	596	479	255	404	711	953	1131	1506	1607	1549	1216	2186	1638
AIFM3	143	84	28	44	229	45	94	50	0	14	8	6	11	17	6	13	16
AIG1	316	1077	693	347	189	169	139	210	106	198	310	196	268	239	147	386	475
AIM1	76	303	64	97	237	58	36	24	7	14	13	62	21	43	16	49	33
AIM1L	5	1	0	2	4	3	1	5	0	0	0	0	1	0	0	0	1
AIM2	2	5	5	2	1	0	3	0	0	0	1	1	4	1	0	0	4
AIMP1	839	1626	1014	532	486	486	289	358	346	997	1189	1009	1012	1098	675	1912	1806
AIMP2	173	459	708	248	80	141	33	60	36	383	328	645	313	300	459	497	826
AIP	3191	1183	1145	1259	2025	1268	1071	1296	340	424	567	306	676	861	292	844	794
AIPL1	17	7	8	5	27	7	6	24	35	10	36	25	42	18	12	21	31
AIRE	3	0	1	0	2	1	0	1	6	1	4	1	3	4	1	2	3
AIRN	0	1	0	1	2	0	1	1	3	2	1	0	0	1	2	1	2
AJAP1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
AJUBA	5	2	2	3	1	5	0	2	0	6	0	3	0	3	1	4	7
AK1	1142	1166	742	478	572	774	447	877	3018	3684	4401	5032	3130	6046	2687	5544	4385
AK2	1916	3021	2947	1219	1662	1272	854	1205	938	1250	1697	956	2221	1928	737	2467	2940
AK3	308	716	667	312	141	199	79	138	96	473	568	873	373	494	418	960	1316
AK4	326	551	242	216	49	123	54	52	5	22	79	103	47	67	83	65	303
AK5	4	9	10	2	1	3	5	0	1	1	1	0	1	0	0	0	0
AK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK7	5	56	37	6	1	12	1	13	52	164	185	312	113	192	189	233	163
AK8	18	60	13	13	5	14	13	16	16	9	7	6	9	9	5	10	18
AK9	23	45	39	24	14	3	14	5	5	35	33	72	27	27	46	61	63
AKAP1	161	488	541	183	174	200	113	122	102	118	233	94	304	212	60	306	457
AKAP10	106	256	249	151	78	57	19	27	40	205	237	484	167	242	385	419	539
AKAP11	57	138	251	82	36	42	32	29	37	207	233	325	135	186	265	353	468
AKAP12	295	211	42	120	22	41	22	17	15	13	6	16	15	25	9	24	88
AKAP13	803	380	434	486	679	254	210	209	45	210	95	352	210	243	201	365	241
AKAP14	1	1	0	1	2	0	0	0	0	3	0	1	0	4	0	2	1
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	2	0	4	1	1	2	1	2	0	0	0	0	0	0	0	0	0
AKAP3	9	5	21	2	0	0	2	3	5	6	3	5	5	6	13	13	15
AKAP4	4	11	22	2	2	8	7	9	1	0	0	0	3	3	3	1	4
AKAP5	38	18	10	21	11	9	8	18	42	25	32	26	31	36	7	34	15
AKAP6	0	7	2	0	0	1	0	0	0	0	1	2	2	3	1	2	2
AKAP7	8	119	24	7	16	11	1	10	16	103	76	154	26	54	102	85	142
AKAP8	597	588	637	370	528	415	246	369	484	818	910	1039	927	1073	632	1310	1277
AKAP8L	4733	1943	1649	2123	4346	3628	3381	4425	8327	4644	5503	6811	7143	10928	4562	6791	5837
AKAP9	200	352	321	268	120	84	43	67	75	317	258	813	217	315	683	653	704
AKIP1	522	601	581	329	308	317	135	204	226	270	414	303	499	477	199	678	731
AKIRIN1	175	513	668	283	62	97	25	30	69	388	447	1199	268	426	600	779	1188
AKIRIN2	545	697	474	405	384	245	136	157	129	436	433	987	434	526	695	882	819
AKNA	523	303	116	274	1829	211	434	301	10	16	8	45	38	69	38	16	44
AKNAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1A1	4983	2347	1654	1743	3240	1159	1411	1693	477	467	926	349	900	1133	333	1185	1304
AKR1B1	6852	1083	1594	2557	5715	983	2412	3084	196	163	181	172	472	424	143	520	479
AKR1B10	0	1	1	1	3	2	4	3	4	4	2	1	2	4	1	3	4
AKR1B15	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AKR1C1	138	521	713	99	24	306	38	674	229	142	249	391	260	80	289	91	460
AKR1C2	37	64	63	15	10	32	9	32	23	23	115	35	45	24	28	17	52
AKR1C3	702	2062	1208	751	171	699	205	1143	349	1412	2325	1300	2582	2020	945	3713	4081
AKR1C4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR1C6P	0	2	3	0	2	0	1	1	2	0	2	4	2	6	2	6	9
AKR1C8P	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
AKR1D1	3	3	5	3	5	3	2	2	21	4	5	8	8	12	5	17	10
AKR1E2	36	47	35	64	19	19	13	19	62	100	171	151	141	125	87	197	306
AKR7A2	525	1067	1302	394	628	443	184	450	108	433	620	391	750	769	291	1108	1177
AKR7A2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AKR7A3	6	5	3	4	7	13	8	3	0	4	3	4	8	13	0	1	6
AKR7L	1	6	10	6	6	7	2	2	0	7	7	4	10	8	2	14	9
AKT1	1388	1908	2506	1423	1055	931	398	475	176	1163	1056	1893	829	1316	987	1562	3348
AKT1S1	1107	724	948	744	1023	912	505	829	988	1127	1078	2248	1276	2125	1765	1408	1945
AKT2	1267	1607	1675	1143	1095	918	491	585	367	1250	1475	2384	1239	1989	1754	1446	3049
AKT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKTIP	34	22	26	25	27	8	3	8	4	14	18	22	21	7	10	18	19
ALAD	1006	5132	4172	1428	426	1163	237	1125	2544	6864	5511	16075	3920	5865	7991	7874	11770
ALAS1	1678	2114	933	1029	657	528	307	311	43	294	265	473	299	314	321	423	1185
ALAS2	10129	12540	18075	9989	2650	14038	2209	20057	67708	87956	88779	162312	103588	121213	137462	128926	101735
ALB	131	157	10	62	2	12	8	1	0	0	0	0	0	0	0	1	0
ALCAM	1213	270	158	545	2350	236	715	527	20	35	6	44	44	87	30	21	15
ALDH16A1	1898	1184	1759	1132	3042	2035	1353	1783	1455	1734	1902	1327	2297	3503	1019	2534	2504
ALDH18A1	603	1576	1222	471	222	347	181	335	356	610	1083	1068	1101	944	572	1791	2332
ALDH1A1	263	698	285	383	980	132	85	92	456	676	1388	948	1071	1108	433	1462	1728
ALDH1A2	20	2	15	2	2	0	0	1	0	0	0	0	1	1	0	0	3
ALDH1A3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1B1	103	472	624	131	55	130	38	80	47	94	169	94	158	131	62	252	439
ALDH1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	17	38	5	19	24	8	4	4	2	6	7	9	14	8	12	6	6
ALDH2	507	418	91	234	1297	121	179	150	18	86	23	208	68	155	93	59	69
ALDH3A1	7	0	1	6	14	0	3	9	0	0	0	0	0	0	0	0	0
ALDH3A2	297	425	392	227	445	142	93	116	40	79	109	66	100	134	52	190	298
ALDH3B1	2124	1675	1376	1913	1077	2095	525	1298	214	328	463	822	635	400	638	289	623
ALDH3B2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	867	997	1243	641	786	505	274	271	197	393	527	261	509	642	289	486	594
ALDH5A1	197	498	619	292	36	104	39	53	93	368	316	487	152	319	562	938	902
ALDH6A1	80	417	299	102	61	68	19	35	76	225	267	522	180	223	311	376	566
ALDH7A1	16	46	8	16	27	2	19	6	3	7	1	3	6	7	2	5	2
ALDH8A1	41	13	14	49	19	20	14	7	10	4	8	10	12	7	5	7	12
ALDH9A1	266	881	569	178	275	138	71	114	97	523	484	789	382	483	439	662	881
ALDOA	42054	23135	29091	22849	42271	25964	21169	26097	6730	15336	12870	17434	16628	17959	9207	15684	22254
ALDOB	1	1	0	0	0	0	0	0	0	1	0	0	3	0	1	3	0
ALDOC	1640	1220	930	832	541	761	493	598	48	231	124	312	170	186	74	137	317
ALG1	354	439	437	207	215	251	116	156	123	166	195	138	237	262	105	257	415
ALG10	11	26	53	17	9	8	6	7	5	23	31	37	31	14	19	42	63
ALG10B	12	78	83	30	25	17	12	12	34	100	114	150	93	111	97	238	266
ALG11	10	63	53	25	4	16	4	10	11	50	74	106	38	87	42	142	175
ALG12	452	277	447	303	397	262	178	226	93	249	244	363	217	356	264	252	537
ALG13	152	298	351	163	93	73	42	44	133	456	398	807	404	391	440	695	717
ALG14	41	167	189	37	10	40	1	19	47	184	211	190	126	160	102	306	311
ALG1L	6	3	0	0	1	6	6	0	2	1	5	0	3	1	2	0	1
ALG1L2	2	2	1	3	0	2	0	0	0	1	1	1	0	0	4	3	4
ALG1L9P	19	6	8	1	12	9	4	4	13	10	8	2	14	14	10	16	12
ALG2	284	414	377	267	165	121	70	88	27	161	172	331	175	215	213	281	530
ALG3	1750	1451	1491	877	1471	1135	934	1035	391	443	694	369	918	846	311	794	1267
ALG5	505	789	629	340	253	273	96	152	125	372	433	338	374	404	206	730	787
ALG6	48	278	246	88	107	55	21	28	135	217	297	251	254	281	153	421	433
ALG8	347	810	665	264	207	264	100	169	186	241	269	163	279	318	151	438	568
ALG9	411	609	408	201	235	213	95	130	104	307	404	417	357	446	231	498	700
alignment_not_unique	6933974	4211812	4681710	3147800	4104806	3490886	2076602	5539052	17069082	15180314	15888930	19710470	22641460	26951850	18643778	22439416	16947176
ALK	3	5	2	35	53	3	5	17	0	2	0	0	1	2	0	2	1
ALKBH1	98	204	213	103	82	75	19	33	47	136	110	181	125	107	142	183	246
ALKBH2	249	410	427	166	130	264	102	166	54	136	167	68	236	202	52	260	356
ALKBH3	788	916	571	353	424	543	277	393	418	387	652	263	621	611	179	776	783
ALKBH3-AS1	0	0	3	1	0	0	0	1	0	0	2	0	0	0	0	7	1
ALKBH4	205	285	264	168	178	186	85	131	128	170	210	170	251	265	87	269	394
ALKBH5	1666	1633	1940	1349	843	859	431	629	502	1829	1948	3030	1498	2243	1945	2905	3731
